-	/flower buds*	/flower buds*/shape	/flower buds*/texture	/flower buds/length*	/flower buds/length*/texture	/flower buds/style*	/flower buds/style*/shape	/flowers*	/flowers*/shape	/flowers*/position	/flowers*/margin type	/flowers*/growth form	/flowers/colour*	/flowers/colour*/colour	/flowers/length*	/flowers/merosity*	/flowers/merosity*/shape	/flowers/style*	/flowers/style*/shape	/flowers/style*/texture	/fruits*	/fruits*/shape	/fruits*/texture	/fruits*/growth form	/fruits/colour*	/fruits/colour*/margin type	/fruits/colour*/colour	/fruits/dimensions*	/fruits/perianth segments*	/fruits/perianth segments*/shape	/fruits/shape*	/fruits/shape*/shape	/habit*	/habit*/environment	/habit*/shape	/habit*/hairs	/habit*/colour	/habit/basal cataphylls/cataphyll pair number*	/habit/basal cataphylls/relative distance*	/habit/basal cataphylls/relative distance*/shape	/habit/colour*	/habit/colour*/texture	/habit/colour*/colour	/habit/epicortical roots*	/habit/epicortical roots*/shape	/habit/epicortical roots*/growth form	/habit/internodes*	/habit/internodes*/shape	/habit/internodes*/hairs	/habit/internodes/length*	/habit/stems*	/habit/stems*/shape	/habit/stems*/growth form	/inflorescences*	/inflorescences*/shape	/inflorescences*/texture	/inflorescences*/position	/inflorescences*/margin type	/inflorescences*/hairs	/inflorescences*/growth form	/inflorescences/calyculus*	/inflorescences/calyculus*/texture	/inflorescences/calyculus*/margin type	/inflorescences/calyculus*/growth form	/inflorescences/fertile internodes/fertile internode number*	/inflorescences/flowers/flower number per bract*	/inflorescences/length*	/inflorescences/peduncle*	/inflorescences/peduncle*/shape	/inflorescences/peduncle*/position	/inflorescences/peduncle/length*	/inflorescences/position*	/inflorescences/position*/shape	/inflorescences/position*/position	/inflorescences/triad pair number*	/inflorescences/triad peduncle/length*	/leaf blades/shape*	/leaf blades/shape*/shape	/leaves*	/leaves*/shape	/leaves*/position	/leaves*/margin type	/leaves*/growth form	/leaves/blade/apex*	/leaves/blade/apex*/shape	/leaves/blade/dimensions*	/leaves/blade/shape*	/leaves/blade/shape*/shape	/leaves/blade/shape*/growth form	/leaves/petiole/length*	/leaves/veins*	/leaves/veins*/shape	/petiole*	/petiole*/shape	/petiole*/margin type	/petiole/blade/apex*	/petiole/blade/apex*/shape	/petiole/blade/base*	/petiole/blade/base*/shape	/petiole/blade/dimensions*	/petiole/blade/dimensions*/shape	/petiole/blade/shape*	/petiole/blade/shape*/shape	/petiole/blade/texture*	/petiole/blade/texture*/texture	/petiole/length*	/petiole/veins*	/petiole/veins*/shape	/petiole/veins*/position	/plant sexuality*	/habitat/altitude*	/habitat/altitude*/environment	
Dendrophthora elliptica 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	stems terete. 	terete	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	apex rounded, 	rounded	base cuneately grading into massive, indistinct petiole; 	cuneate	to 8 x 3.5 cm	-	obovate	obovate	leathery	leathery	0.2-0.5 cm long	venation obscure. 	-	-	Dioecious. 	-	-	
Dendrophthora fanshawei 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit unknown.	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	usually 2 pairs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences 	-	-	-	-	-	-	-	-	-	-	3 or 4	3-7	to 2 cm long	-	-	-	-	both terminal and axillary	-	axillary,terminal	-	-	obovate to elliptic	elliptic,obovate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Dendrophthora perfurcata 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	white	-	white	-	perianth segments reflexed.	-	spherical	spherical	Small, 	-	-	-	-	1 pair	to 1 cm above axil	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence about half as long as subtending leaf, 	-	-	-	-	-	-	-	-	-	-	1(2)	3 or 4	-	peduncle 	-	-	0.2 cm long	axillary only	-	axillary only	-	-	narrowly lanceolate	lanceolate,narrow	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Dendrophthora roraimae 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit broadly ovoid, |, 	ovoid	-	-	-	-	-	0.4 x 0.4 cm	perianth segments more or less open.	-	-	-	 |, rarely with a second pair. 	-	-	-	-	-	-	-	Olivegreen to tawny or bronze plants, in part covered with innumerable yellow spots giving a granular appearance	granular	green	-	-	-	-	-	-	-	-	-	-	Inflorescence fairly stout, |, followed by 	-	-	-	-	-	-	-	-	-	-	-	-	to 4 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	apex obtuse to rounded, 	obtuse,rounded	base tapering into stout, indistinct petiole; 	-	to 9 x 7 cm	-	ellipsoid to ovate	ellipsoid,ovate	coriaceous	coriaceous	ca. 0.5 cm long	venation obscure but apparently basal-palmate. 	palmate	-	-	-	-	
Dendrophthora warmingii 	-	-	-	-	-	-	-	Flowers small, sessile and often sunken in small axial cavities, |, occurring in diverse monoecious or dioecious patterns. 	sessile,small	-	-	-	-	-	-	3-(4-)merous	-	-	-	-	Fruit a berry, smooth to warty, mostly |, 	-	smooth	-	white, yellowish or red	-	red,white	-	perianth segments of female flower persistent, closed, 	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	internodes terete or angled. 	terete	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	peduncle simple or with several squamate, sterile internodes, followed by one to several fertile internodes; 	-	-	-	-	-	-	-	-	-	-	Leaves entire, petiolate or sessile, venation pinnate to palmate. 	palmate,sessile	-	entire	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
PHORADENDRON  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	white	-	white	0.04 x 0.025 cm	perianth segments small, 	small	ellipsoid	ellipsoid	     	-	-	-	-	1 pair	0.2-0.3 cm above base	-	-	-	-	-	-	-	internodes sharply keeled, 	-	-	6-10 cm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	lanceolate	lanceolate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Dioecious, male plants not seen. 	-	-	
Phoradendron acuminatum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	-	-	-	0.6 x 0.4 cm	perianth segments closed.	-	ellipsoid	ellipsoid	Small, leafless plants, 	-	-	-	-	-	-	-	orange-brown	-	brown,orange	-	-	-	internodes terete, stout, 	terete	-	2-3 cm long	-	-	-	Inflorescences clustered at nodes, |, sometimes with several sterile internodes, 	 nodes	-	-	-	-	-	-	-	-	-	-	mostly 3	to 1.5 cm long	peduncle mostly simple, 	-	-	0.2-0.4 cm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Monoecious. 	-	-	
Phoradendron aphyllum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	yellowish-orange	-	orange	ca. 0.3 x 0.3 cm	perianth segments closed.	-	globose	globose	     	-	-	-	-	1 pair	ca. 0.5 cm above base	-	-	-	-	-	-	-	internodes 	-	-	to 14(18) cm long	-	-	-	Inflorescence |, simple (rarely double), followed by 	-	-	-	-	-	-	-	-	-	-	-	-	to 5 cm long	peduncle 	-	-	0.3-0.5 cm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	apex rounded, 	rounded	base contracted into indistinct petiole; 	-	to 15 x 7 cm	-	ovate to elliptical	elliptical,ovate	-	-	to 1 cm long	venation more or less palmate. 	palmate	-	Monoecious, male flowers rare. 	-	-	
Phoradendron bathyoryctum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	-	-	-	ca. 0.3 x 0.25 cm	perianth segments closed.	-	ellipsoid	ellipsoid	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	apex more or less acute, 	acute	base cuneately tapering to indistinct petiole. 	cuneate	to 10 x 2.5 cm	-	lanceolate	lanceolate	-	-	0.5-1 cm long	-	-	-	-	-	-	
Phoradendron bilineatum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit ovoid to spherical, |, 	ovoid,spherical	-	-	-	-	-	-	perianth segments closed.	-	-	-	Yellowish |, acute, sometimes with a second pair. 	-	acute	-	-	1 pair	-	-	green	-	green	-	-	-	-	-	-	-	stems terete to slightly keeled; 	terete	-	Inflorescence |, mostly with simple peduncle |, 	-	-	-	-	-	-	-	-	-	-	3-5	-	to 1 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, indistinct, stout; |, 	-	-	apex acute; 	acute	-	-	to 15 x 9 cm	-	broadly lanceolate	lanceolate	-	-	0.5 cm long	-	-	-	Monoecious, sex distribution variable. 	-	-	
Phoradendron chrysocladon 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	yellowish or pale orange to white, often reddish-brown	-	brown,orange,reddish,white	about 0.4 x 0.3 cm	perianth segments small, 	small	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	to 17 x 10 cm	-	broadly lanceolate	lanceolate	leathery	leathery	-	3-7 prominent palmate veins. 	palmate	-	Monoecious. 	low elevations	-	
Phoradendron crassifolium 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit spherical, |, 	spherical	-	-	-	-	-	0.2 x 0.2 cm	perianth segments closed.	-	-	-	     	-	-	-	-	1 pair	0.3-0.5 cm above base	-	-	-	-	-	-	-	internodes strongly compressed, 	-	-	to 8 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	narrowly obovate to slightly spatulate	narrow,obovate,spatulate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Dioecious. 	-	-	
Phoradendron dipterum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	white	-	white	0.25-0.3 x 0.15-0.2 cm	perianth segments closed.	-	ovoid	ovoid	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, strongly winged; |, 	winged	-	apex acute or nearly so, 	acute	base long-tapering into very indistinct petiole; 	-	to 6.5 x 3 cm	-	lanceolate	lanceolate	very thin	thin	ca. 0.3 cm long	venation pinnate but lowest lateral veins strong. 	-	lateral	Dioecious. 	-	-	
Phoradendron granvillei 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, globose to obovoid, |, 	globose,obovoid	-	-	white	-	white	0.3 x 0.3 cm	perianth segments closed.	-	-	-	     	-	-	-	-	mostly 1 pair	0.3-0.4 cm above base	-	-	-	-	-	-	-	internodes keeled to slightly quadrangular, becoming terete, 	quadrangular,terete	-	to 10 cm long	-	-	-	Inflorescence |, some inflorescences apparently entirely female, most mixed, with male flowers below female ones; |, simple or double, 	-	-	-	entire	-	-	-	-	-	-	3-5	6-10	3-6.5 cm long	peduncle 	-	-	0.3-0.5 cm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	apex rounded, 	rounded	base tapering to abruptly contracted; 	-	7-15(18) x 3-5(7) cm	-	broadly ovate to obovate	ovate	-	-	1-1.5 cm long	venation pinnate, midrib often strikingly light in color. 	-	-	Monoecious. 	-	-	
Phoradendron hexastichum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit somewhat |, nearly |, 	-	-	-	reddish or orange	-	orange,reddish	0.4 x 0.6 cm	perianth segments 	-	ovoid	ovoid	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	stems mostly dichotomous through 	-	-	Inflorescence |, terminal inflorescence apparently without; 	-	-	terminal	-	-	-	-	-	-	-	4 or 5	1-3	to 3 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole stout, 	-	-	-	-	-	-	to 9 x 6 cm	-	elliptical	elliptical	-	-	to 1 cm long	venation sometimes obscure, palmate. 	palmate	-	Monoecious. 	-	-	
Phoradendron inaequidentatum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit (immature) with closed perianth segments.	-	-	-	-	-	-	-	-	-	-	-	Plants |, bronze colored at least when fresh; |, these sometimes fertile, or |, terete; 	-	terete	-	colored	1-4 pairs	-	-	-	-	-	-	-	-	-	-	-	-	stem segments between foliar nodes 	 nodes	-	Inflorescence slender,	slender	-	-	-	-	-	-	-	-	-	-	3-5	1.5-2 cm long	peduncle short, simple or unequally double,       	short	-	-	-	-	-	-	-	ovate	ovate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Monoecious. 	-	-	
Phoradendron krameri 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Large plants of |, upper pair 	-	-	-	-	2-4 pairs	to 3 cm above base	-	yellowish	-	-	-	-	-	internodes terete, 	terete	-	to 6 cm long	-	-	-	Inflorescence 	-	-	-	-	-	-	-	-	-	-	-	3-5(7)	to 4.5 cm long	peduncle simple or double,       	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	apex rounded to nearly acute, 	acute,rounded	base tapering into indistinct petiole; 	-	to 14 x 3 cm	-	narrowly oblong	narrow,oblong	coriaceous	coriaceous	0.4 cm long	3-5 palmate veins. 	palmate	-	-	-	-	
Phoradendron mairaryense 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	bright orange or brownish orange	-	brown,orange	0.5 x 0.3 cm	perianth segments closed.	-	-	-	-	-	-	-	-	1 or 2 pairs	as low as 0.4 cm when only 1 pair, second pair to 1 cm above axil	-	Orange-yellow to yellowish brown	-	brown	-	-	-	internodes terete, 	terete	-	to 9 cm long	-	-	-	Inflorescence |, 	-	-	-	-	-	-	-	-	-	-	-	5-9	to 4.5 cm long	peduncle usually simple (both interminal and lateral inflorescences), rarely with 	-	lateral,terminal	5-7 cm long	-	-	-	-	-	lanceolate-ovate	lanceolate,ovate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Monoecious?	-	-	
Phoradendron morsicatum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit ovoid, |, with smooth or warty upper surface, 	ovoid	smooth	-	-	-	-	0.4 x 0.3 cm	perianth segments 	-	-	-	     	-	-	-	-	1 pair	ca. 0.2 cm above axil	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence solitary or clustered at older nodes, |, 	 nodes	-	-	-	-	-	-	-	-	-	-	3	ca. 2 cm at anthesis, elongation to 4.5 cm or less	peduncle simple, 	-	-	0.1-0.2 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, with rounded to mucronate or emarginate apex, 	rounded	-	-	-	base acute, tapering into indistinct petiole; 	acute	to 3 x 1.5 cm	-	mostly elliptical to obovate	elliptical,obovate	-	-	0.2-0.3 cm long	venation of 3 conspicuous palmate veins. 	palmate	-	Monoecious. 	-	-	
Phoradendron mucronatum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit 	-	-	-	white	-	white	-	-	-	-	-	Dichotomous, |, somewhat tubular, |, inconspicuous. 	-	tubular	-	-	1 pair	0.2-0.3 cm above base	-	-	-	-	-	-	-	internodes terete but somewhat keeled below young nodes, 	 nodes,terete	-	to 7 cm long	-	-	-	Inflorescence slender, 	slender	-	-	-	-	-	-	-	-	-	mostly 2 or 3	5-9	to nearly 2 cm	peduncle 	-	-	0.3-0.5 cm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	apex rounded to notched, 	rounded	base contracted to indistinct; 	-	to 6 x 3.5 cm	-	obovate	obovate	-	-	ca. 0.3 cm long	venation pinnate but obscure. 	-	-	Monoecious. 	-	-	
Phoradendron northropiae 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	translucent white	-	white	0.6-0.7 x 0.35 cm	perianth segments large, flaring.	large	-	-	     	-	-	-	-	1 pair	0.1-0.3 cm above base	-	-	-	-	-	-	-	internodes compressed/keeled above, terete below, 	terete	-	3-8 cm long	-	-	-	     	-	-	-	-	-	-	-	-	-	-	2 or 3	4-9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, rather slender; |, 	slender	-	apex rounded, 	rounded	base cuneate, tapering into indistinct petiole; 	cuneate	to 8 x 3 cm	-	obovate or oblong	oblong,obovate	-	-	ca. 0.5 cm long	venation often with 	-	-	Monoecious. 	-	-	
Phoradendron obtusissimum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit globose, |, 	globose	-	-	-	-	-	-	perianth segments closed.	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	leaf-bearing internodes 	-	-	2-5 cm long	-	-	-	Inflorescence peduncle mostly simple but sometimes with 	-	-	-	-	-	-	-	-	-	-	2 or 3	-	0.1-0.3 cm long	-	-	-	-	-	-	-	-	-	narrowly elliptical	elliptical,narrow	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Dioecious; occasional bisexual plant and possibly some unisexual inflorescences.	-	-	
Phoradendron pellucidulum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, spherical, |, 	spherical	-	-	translucent white	-	white	0.4 x 0.3 cm	perianth segments closed.	-	-	-	     	-	-	-	-	1 or 2(3) pairs	lowest at about 0.6 cm, highest to 2 cm above base	-	-	-	-	-	-	-	internodes terete or slightly keeled above. 	terete	-	to 9 cm long	-	-	-	Inflorescence often long and sinuous, |, very low; 	-	-	-	-	-	-	-	-	-	-	-	-	8 cm long or longer	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	apex rounded, 	rounded	base cuneately tapering into indistinct petiole; 	cuneate	to 15 x 4 cm	-	elliptical	elliptical	-	-	0.5 cm long	venation pinnate, but basal lateral veins often very strong. 	-	lateral	Monoecious. 	-	-	
Phoradendron perrottetii 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	yellow or yellowish-red	-	red	-	perianth segments 	-	spherical to elliptical	elliptical,spherical	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence |, sometimes on same spike, when 	-	-	-	-	-	-	-	-	-	-	5-8	-	up to 8 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, often with slightly attenuate apex and undulate margin, 	attenuate	undulate	-	-	base acute. 	acute	up to 14 x 7 cm	-	lanceolate	lanceolate	-	-	0.4-0.8 cm long	-	-	-	     	lower elevations	-	
Phoradendron piperoides 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, smooth, 	-	smooth	-	orange	-	orange	0.6 x 0.5 cm	perianth segments 	-	ovoid	ovoid	     	-	-	-	-	-	-	-	-	-	-	-	-	-	all long internodes, whether in 	-	-	-	-	-	-	Inflorescence |, doubling in length when fruiting, with 	-	-	-	-	-	-	-	-	-	-	-	3	1 cm long	-	-	-	-	mostly lateral	-	lateral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Monoecious. 	-	-	
Phoradendron poeppigii 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit ovoid, |, smooth, 	ovoid	smooth	-	-	-	-	0.4 x 0.25 cm	perianth segments closed.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence |, with |, crowded; 	-	-	-	-	-	-	-	-	-	-	3-6	(3)5(7)	to 5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	apex rounded, 	rounded	base abruptly tapered into petiole. 	-	to 9(-12) x 6 cm	-	(ob)ovate to elliptic	(ob)ovate,elliptic	-	-	ca. 1 cm long	-	-	-	Monoecious? (spikes of all 3 specimens identical). 	-	-	
Phoradendron pteroneuron 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	1(2) pair	1-1.5 cm above axil	-	-	-	-	-	-	-	internodes terete below, expanding just below massive node, 	terete	-	to 7 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	apex rounded, 	rounded	base cuneately tapering into indistinct petiole; 	cuneate	to 9 x 3 cm	-	narrowly obovate to spathulate	narrow,obovate,spathulate	coriaceous	coriaceous	ca. 0.5 cm long	-	-	-	Dioecious? Inflorescence |, with 	-	-	
Phoradendron pulleanum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	yellow or slightly orange (not red)	-	orange,red	-	perianth segments closed.	-	spherical	spherical	Plants often rather small, glabrous, |, inconspicuous. 	-	small	glabrous	-	-	-	-	-	-	-	-	-	-	internodes sharply quadrangular at least when young; 	quadrangular	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	-	-	-	3-6	mostly to 9	to 2.5 cm or more	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	apex rounded, 	rounded	base cuneate. 	cuneate	2-5 cm	-	obovate to lanceolate-spatulate	lanceolate,obovate,spatulate	-	-	-	-	-	-	Monoecious. 	-	-	
Phoradendron quadrangulare 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	-	-	-	0.25 x 0.15 cm	perianth segments small, closed.	small	oblong	oblong	Rather large plants often drying |, dichotomous by abortion; |, where stem tends to be terete; 	-	large,terete	-	-	-	-	-	blackish	-	black	-	-	-	internodes quadrangular above, rather long (often 	quadrangular	-	10-12 cm or more	-	-	-	Inflorescences first paired, later clustered at nodes, |, 	 nodes	-	-	-	-	-	-	-	-	-	3	-	mostly to 3 cm long	rest of peduncle 	-	-	ca. 0.3 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	apex blunt to acute, 	acute	base abruptly tapering into petiole. 	-	mostly to 12 x 8 cm	-	elliptical to ovate or broadly lanceolate	elliptical,lanceolate,ovate	-	-	0.5-1 cm long	-	-	-	Monoecious. 	-	-	
Phoradendron racemosum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	yellow-orange to red	-	orange,red	0.4 x 0.3 cm	perianth segments 	-	ovoid	ovoid	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences |, 	-	-	-	-	-	-	-	-	-	-	-	-	about 1.5 cm long	-	-	-	-	paired or clustered at nodes but also terminal	 nodes	terminal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	apex attenuate, 	attenuate	base contracted to petiole. 	-	to 4 x 1 cm	-	narrowly ovate	narrow,ovate	rather leathery	leathery	0.2 cm long	-	-	-	Monoecious. 	-	-	
Phoradendron strongyloclados 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, relatively large, |, with rather narrow tip when dry, 	large,narrow	-	-	dull orange	-	orange	0.5 x 0.3 cm	perianth segments 	-	ovoid	ovoid	     	-	-	-	-	-	-	-	-	-	-	-	-	-	internodes at first somewhat flattened to quadangular, 	angular,flattened	-	to 6 cm long	-	-	-	Inflorescence |, or |, with 	-	-	-	-	-	-	-	-	-	-	2 or 3	-	to 2.5 cm long	peduncle simple, 	-	-	0.1-0.4 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	base cuneate; 	cuneate	to 5 x 2 cm	-	spatulate to elliptical	elliptical,spatulate	rather thick	thick	-	usually 3 prominent palmate veins of about same length. 	palmate	-	-	-	-	
Phoradendron trinervium 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	white	-	white	0.3 x 0.2 cm	perianth segments closed.	-	ovoid	ovoid	     	-	-	-	-	1-4 pairs	2-5 cm above axil	-	-	-	-	-	-	-	internodes keeled and compressed especially below node, sometimes 	-	-	to 10-12 cm long	-	-	-	Inflorescence |, each with 	-	-	-	-	-	-	-	-	-	-	-	5-7	-	-	-	-	-	axillary and at older nodes	 nodes	axillary	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, commonly half this size, 	-	-	apex acute; 	acute	-	-	to 17 x 7 cm	-	lanceolate to narrowly ovate	lanceolate,narrow,ovate	-	-	ca. 1 cm long	venation obscure but pinnate. 	-	-	Monoecious. 	-	-	
Phoradendron undulatum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
